Secteur,trimestre,code_region,code_dep,nombre_defaut
Autres activites de services,2019,24,37,12
Autres activites de services,2019,24,41,5
Autres activites de services,2019,24,45,19
Autres activites de services,2019,27,21,21
Autres activites de services,2019,27,25,16
Autres activites de services,2019,27,39,6
Autres activites de services,2019,27,58,5
Autres activites de services,2019,27,70,4
Autres activites de services,2019,27,71,10
Autres activites de services,2019,27,89,12
Autres activites de services,2019,27,90,9
Autres activites de services,2019,28,14,20
Autres activites de services,2019,28,27,17
Autres activites de services,2019,28,50,8
Autres activites de services,2019,28,61,6
Autres activites de services,2019,28,76,45
Autres activites de services,2019,32,2,15
Autres activites de services,2019,32,59,107
Autres activites de services,2019,32,60,27
Autres activites de services,2019,32,62,36
Autres activites de services,2019,32,80,22
Autres activites de services,2019,44,10,4
Autres activites de services,2019,44,51,17
Autres activites de services,2019,44,52,1
Autres activites de services,2019,44,54,22
Autres activites de services,2019,44,55,7
Autres activites de services,2019,44,57,37
Autres activites de services,2019,44,67,32
Autres activites de services,2019,44,68,19
Autres activites de services,2019,44,8,10
Autres activites de services,2019,44,88,11
Autres activites de services,2019,52,44,27
Autres activites de services,2019,52,49,19
Autres activites de services,2019,52,53,3
Autres activites de services,2019,52,72,15
Autres activites de services,2019,52,85,15
Autres activites de services,2019,53,22,8
Autres activites de services,2019,53,29,22
Autres activites de services,2019,53,35,18
Autres activites de services,2019,53,56,20
Autres activites de services,2019,75,16,10
Autres activites de services,2019,75,17,15
Autres activites de services,2019,75,19,5
Autres activites de services,2019,75,23,4
Autres activites de services,2019,75,24,14
Autres activites de services,2019,75,33,51
Autres activites de services,2019,75,40,10
Autres activites de services,2019,75,47,9
Autres activites de services,2019,75,64,18
Autres activites de services,2019,75,79,6
Autres activites de services,2019,75,86,10
Autres activites de services,2019,75,87,15
Autres activites de services,2019,76,11,7
Autres activites de services,2019,76,12,3
Autres activites de services,2019,76,30,19
Autres activites de services,2019,76,31,63
Autres activites de services,2019,76,32,3
Autres activites de services,2019,76,34,32
Autres activites de services,2019,76,48,2
Autres activites de services,2019,76,65,2
Autres activites de services,2019,76,66,22
Autres activites de services,2019,76,81,10
Autres activites de services,2019,76,82,9
Autres activites de services,2019,76,9,4
Autres activites de services,2019,84,1,22
Autres activites de services,2019,84,15,4
Autres activites de services,2019,84,26,12
Autres activites de services,2019,84,3,3
Autres activites de services,2019,84,38,46
Autres activites de services,2019,84,42,20
Autres activites de services,2019,84,43,6
Autres activites de services,2019,84,63,19
Autres activites de services,2019,84,69,49
Autres activites de services,2019,84,7,3
Autres activites de services,2019,84,73,13
Autres activites de services,2019,84,74,24
Autres activites de services,2019,93,13,97
Autres activites de services,2019,93,4,3
Autres activites de services,2019,93,5,5
Autres activites de services,2019,93,6,53
Autres activites de services,2019,93,83,51
Autres activites de services,2019,93,84,18
Autres activites de services,2019,94,2A,11
Autres activites de services,2019,94,2B,11
Autres activites de services,2020,1,971,7
Autres activites de services,2020,2,972,12
Autres activites de services,2020,3,973,1
Autres activites de services,2020,4,974,14
Autres activites de services,2020,11,75,100
Autres activites de services,2020,11,77,22
Autres activites de services,2020,11,78,29
Autres activites de services,2020,11,91,21
Autres activites de services,2020,11,92,19
Autres activites de services,2020,11,93,45
Autres activites de services,2020,11,94,29
Autres activites de services,2020,11,95,22
Autres activites de services,2020,24,18,5
Autres activites de services,2020,24,28,10
Autres activites de services,2020,24,36,4
Autres activites de services,2020,24,37,16
Autres activites de services,2020,24,41,2
Autres activites de services,2020,24,45,15
Autres activites de services,2020,27,21,9
Autres activites de services,2020,27,25,10
Autres activites de services,2020,27,39,8
Autres activites de services,2020,27,58,4
Autres activites de services,2020,27,70,3
Autres activites de services,2020,27,71,10
Autres activites de services,2020,27,89,7
Autres activites de services,2020,27,90,3
Autres activites de services,2020,28,14,6
Autres activites de services,2020,28,27,12
Autres activites de services,2020,28,50,5
Autres activites de services,2020,28,61,7
Autres activites de services,2020,28,76,23
Autres activites de services,2020,32,2,11
Autres activites de services,2020,32,59,66
Autres activites de services,2020,32,60,7
Autres activites de services,2020,32,62,30
Autres activites de services,2020,32,80,10
Autres activites de services,2020,44,10,7
Autres activites de services,2020,44,51,10
Autres activites de services,2020,44,52,1
Autres activites de services,2020,44,54,11
Autres activites de services,2020,44,55,4
Autres activites de services,2020,44,57,19
Autres activites de services,2020,44,67,23
Autres activites de services,2020,44,68,14
Autres activites de services,2020,44,8,6
Autres activites de services,2020,44,88,8
Autres activites de services,2020,52,44,25
Autres activites de services,2020,52,49,4
Autres activites de services,2020,52,53,4
Autres activites de services,2020,52,72,5
Autres activites de services,2020,52,85,6
Autres activites de services,2020,53,22,11
Autres activites de services,2020,53,29,18
Autres activites de services,2020,53,35,18
Autres activites de services,2020,53,56,24
Autres activites de services,2020,75,16,2
Autres activites de services,2020,75,17,9
Autres activites de services,2020,75,19,2
Autres activites de services,2020,75,23,2
Autres activites de services,2020,75,24,8
Autres activites de services,2020,75,33,43
Autres activites de services,2020,75,40,2
Autres activites de services,2020,75,47,2
Autres activites de services,2020,75,64,18
Autres activites de services,2020,75,79,4
Autres activites de services,2020,75,86,6
Autres activites de services,2020,75,87,7
Autres activites de services,2020,76,11,12
Autres activites de services,2020,76,12,2
Autres activites de services,2020,76,30,16
Autres activites de services,2020,76,31,22
Autres activites de services,2020,76,32,4
Autres activites de services,2020,76,34,21
Autres activites de services,2020,76,46,1
Autres activites de services,2020,76,48,1
Autres activites de services,2020,76,65,6
Autres activites de services,2020,76,66,8
Autres activites de services,2020,76,81,6
Autres activites de services,2020,76,82,4
Autres activites de services,2020,76,9,1
Autres activites de services,2020,84,1,12
Autres activites de services,2020,84,15,3
Autres activites de services,2020,84,26,10
Autres activites de services,2020,84,3,3
Autres activites de services,2020,84,38,33
Autres activites de services,2020,84,42,11
Autres activites de services,2020,84,43,3
Autres activites de services,2020,84,63,11
Autres activites de services,2020,84,69,36
Autres activites de services,2020,84,7,2
Autres activites de services,2020,84,73,10
Autres activites de services,2020,84,74,21
Autres activites de services,2020,93,13,42
Autres activites de services,2020,93,4,2
Autres activites de services,2020,93,5,5
Autres activites de services,2020,93,6,28
Autres activites de services,2020,93,83,24
Autres activites de services,2020,93,84,12
Autres activites de services,2020,94,2A,2
